,activity,protein_symbol,protein_name,aid,chembl_id,compound_name
280,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,712822,CHEMBL424769,
281,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,715055,CHEMBL420751,
282,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,718785,CHEMBL1090,Vidarabine
283,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,718788 | 718787,CHEMBL73809,
284,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,720896,CHEMBL305686,Cordycepin
285,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,724346,CHEMBL73237,
286,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,724348,CHEMBL418899,2'-b-methyl-guanosine
287,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,726771 | 726770,CHEMBL73502,
288,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,735035 | 735034,CHEMBL305890,
289,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,740247,CHEMBL2021379,
290,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,740251,CHEMBL76105,
291,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,744410 | 744411,CHEMBL72928,
292,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,745689,CHEMBL308370,
293,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,750620,CHEMBL306299,
294,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,768478,CHEMBL264034,
295,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1157180 | 1157179 | 1157181 | 1473584,CHEMBL109569,
296,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1161070 | 1161071 | 1161072,CHEMBL323046,
297,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1163911,CHEMBL321642,
298,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1171647,CHEMBL110021,
299,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1171649,CHEMBL109448,
300,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1173087,CHEMBL324883,
301,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1177129,CHEMBL109516,
302,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1178284 | 1178283,CHEMBL326470,
303,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1269863,CHEMBL430718,
304,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1271298,CHEMBL276969,
305,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1272440,CHEMBL279214,
306,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1272441,CHEMBL24541,
307,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1275068,CHEMBL24548,
308,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1283962,CHEMBL283866,
309,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1283963,CHEMBL23164,
310,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1285171,CHEMBL26052,
311,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1285172,CHEMBL25773,
312,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1285173,CHEMBL280861,
313,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1286364,CHEMBL24489,
314,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1286365,CHEMBL24547,
315,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1286366,CHEMBL278785,
316,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1290401,CHEMBL278580,
317,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1290402,CHEMBL280862,
318,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1292987 | 12590461 | 1733970,CHEMBL24396,
319,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1294437,CHEMBL24602,
320,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1299984,CHEMBL283833,
321,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1302599,CHEMBL23283,
322,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1304096,CHEMBL280721,
323,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1304097,CHEMBL23458,
324,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1308388,CHEMBL24069,
325,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416692,CHEMBL179256,
326,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416693,CHEMBL179257,
327,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416696,CHEMBL178087,
328,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416697,CHEMBL178784,
329,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1757593 | 1770316 | 1416698 | 1416806,CHEMBL368884,
330,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1770315 | 1416807 | 1416808,CHEMBL425693,
331,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416810 | 1416809,CHEMBL369320,
332,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416811,CHEMBL179318,
333,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416813,CHEMBL361202,
334,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416816 | 1416815,CHEMBL368647,
335,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1757594 | 1491318 | 1416818 | 1416817,CHEMBL178126,
336,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1757595 | 1416822 | 1416823,CHEMBL179532,
337,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416827,CHEMBL369552,
338,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416831 | 1416830,CHEMBL362834,
339,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416834 | 1416833,CHEMBL361232,
340,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416938 | 1416939,CHEMBL361156,
341,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416941 | 1416942,CHEMBL179673,
342,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416945 | 1416944,CHEMBL179970,
343,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416947 | 1416948,CHEMBL369319,
344,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1416952 | 1416951,CHEMBL179228,
345,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1423854,CHEMBL2373486,
346,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1423856,CHEMBL414976,
347,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1423963,CHEMBL2373427,
348,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1423965,CHEMBL384970,
349,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1423967,CHEMBL269742,
350,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1423969,CHEMBL2373969,
351,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1423973 | 1678778 | 1678893,CHEMBL180974,
352,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1425773,CHEMBL180188,
353,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1425774,CHEMBL360800,
354,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1425776,CHEMBL433580,
355,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1426427 | 1425885,CHEMBL180948,
356,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1425886,CHEMBL413358,
357,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1425887,CHEMBL360946,
358,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1425888,CHEMBL181308,
359,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1425889,CHEMBL181634,
360,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1425890,CHEMBL179508,
361,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1425891,CHEMBL360543,
362,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1425892,CHEMBL360456,
363,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1425897,CHEMBL361428,
364,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1426307,CHEMBL361429,
365,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1426308,CHEMBL178557,
366,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1426309,CHEMBL180099,
367,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1426311,CHEMBL179389,
368,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1426313,CHEMBL180771,
369,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1426422,CHEMBL361781,
370,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1426426,CHEMBL180457,
371,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1426428,CHEMBL360224,
372,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427029 | 1427030,CHEMBL367825,
373,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427031 | 1427032,CHEMBL180626,
374,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427034 | 1427033,CHEMBL183587,
375,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427035 | 1427036,CHEMBL180346,
376,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427139,CHEMBL360266,
377,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427141 | 1427142,CHEMBL179668,
378,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427143 | 1427144,CHEMBL180706,
379,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427146 | 1427145,CHEMBL360365,
380,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427151 | 1427150,CHEMBL179279,
381,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427153 | 1427152,CHEMBL181058,
382,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427154 | 1427563,CHEMBL433957,
383,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427566 | 1427564 | 1427565,CHEMBL178881,
384,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427568 | 1427567,CHEMBL361221,
385,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427569 | 1427570,CHEMBL362701,
386,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427571 | 1427572,CHEMBL181109,
387,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427681 | 1427679 | 1427680,CHEMBL183588,
388,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427683 | 1427682,CHEMBL181068,
389,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427684 | 1427685,CHEMBL182203,
390,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427688 | 1427689,CHEMBL179884,
391,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427691 | 1427690,CHEMBL181556,
392,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1427692 | 1427693,CHEMBL362821,
393,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1428112 | 1427694,CHEMBL181246,
394,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1428113 | 1428114,CHEMBL180292,
395,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1428117 | 1428116 | 1428115,CHEMBL360438,
396,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1428119 | 1428118,CHEMBL178558,
397,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1428230 | 1428121 | 1428120,CHEMBL1957270,
398,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1428231 | 1428232,CHEMBL179934,
399,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1428233 | 1428234,CHEMBL362243,
400,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1430699 | 1740580 | 1740578,CHEMBL179943,
401,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1430700,CHEMBL424973,
402,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1430703,CHEMBL180772,
403,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1430704,CHEMBL180404,
404,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1430705,CHEMBL369555,
405,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1430804,CHEMBL359910,
406,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1430805,CHEMBL440017,
407,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1740459 | 1430806 | 1740455,CHEMBL183046,
408,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1430807,CHEMBL360256,
409,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1430808,CHEMBL360050,
410,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1430811 | 1430810 | 1430809,CHEMBL182191,
411,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1430814 | 1430813 | 1430812,CHEMBL180998,
412,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1430817 | 1430818,CHEMBL361811,
413,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431235,CHEMBL182991,
414,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431237,CHEMBL182020,
415,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431238,CHEMBL362625,
416,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431239,CHEMBL181908,
417,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431242,CHEMBL180689,
418,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431350,CHEMBL182632,
419,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431351,CHEMBL362227,
420,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431353,CHEMBL181882,
421,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431354,CHEMBL181773,
422,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431355,CHEMBL182631,
423,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431356,CHEMBL183772,
424,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431357,CHEMBL180546,
425,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431786,CHEMBL361368,
426,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431791,CHEMBL182281,
427,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431792,CHEMBL182285,
428,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431793,CHEMBL182338,
429,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431794,CHEMBL180951,
430,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431795,CHEMBL182233,
431,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431796,CHEMBL183402,
432,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1431797,CHEMBL426244,
433,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1432960,CHEMBL183179,
434,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1432961,CHEMBL183722,
435,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1432963,CHEMBL182741,
436,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1432965,CHEMBL361600,
437,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433536,CHEMBL369535,
438,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433539,CHEMBL181724,
439,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433541 | 1433544,CHEMBL2092823,
440,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433545 | 1433546,CHEMBL2092825,
441,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433547 | 1433548,CHEMBL2092824,
442,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433549,CHEMBL607287,
443,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433550,CHEMBL183281,
444,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433653 | 1433553,CHEMBL607235,
445,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433654 | 1433655,CHEMBL607237,
446,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433657 | 1433656,CHEMBL607171,
447,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433658,CHEMBL607288,
448,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433659,CHEMBL362617,
449,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433660,CHEMBL183190,
450,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433959,CHEMBL182786,
451,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1433960,CHEMBL359523,
452,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434083,CHEMBL182383,
453,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434084,CHEMBL180837,
454,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434087,CHEMBL182462,
455,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434088,CHEMBL180773,
456,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434089,CHEMBL361161,
457,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434090,CHEMBL361418,
458,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434091,CHEMBL425704,
459,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434092,CHEMBL361207,
460,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434093,CHEMBL181754,
461,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434094,CHEMBL361163,
462,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434095,CHEMBL360033,
463,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434100,CHEMBL368217,
464,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434200,CHEMBL360316,
465,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434201,CHEMBL183818,
466,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434202,CHEMBL180551,
467,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434203,CHEMBL180190,
468,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1434204,CHEMBL369127,
469,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1443557,CHEMBL84384,
470,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1443561,CHEMBL83984,
471,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1443562,CHEMBL84152,
472,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1443563,CHEMBL83762,
473,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1443566,CHEMBL82516,
474,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1443682,CHEMBL183575,
475,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1443683,CHEMBL182728,
476,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1443684,CHEMBL183498,
477,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1443687,CHEMBL184665,
478,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1443688,CHEMBL183968,
479,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1443690,CHEMBL310098,
480,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1443691,CHEMBL316179,
481,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1444122,CHEMBL183364,
482,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1444123,CHEMBL361657,
483,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1444124,CHEMBL184072,
484,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1444125,CHEMBL185249,
485,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1444126,CHEMBL362481,
486,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1444127,CHEMBL184402,
487,activator,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1444128,CHEMBL425352,
488,inhibitor,Q8JXU8,Hepatitis C virus NS5B RNA-dependent RNA polymerase,1444129,CHEMBL184447,
